Tags,Platform,Avatar,Channel Name,Username,Channel Url,Location,Subscribers Count,Video count,Description,joined,Views,Email,3 Latest Videos Url,3 Latest Videos Title,3 Latest videos image
Music,Youtube,https://yt3.googleusercontent.com/Y-AlkWVEukJWD4sAqFUEhdT8dhFacaaaBCo7gt28mmqZYiEybTYR0gNUNt390QB2JLWjh5hSlg=s176-c-k-c0x00ffffff-no-rj,Boyce Avenue,@boyceavenue,https://www.youtube.com/channel/UCgc00bfF_PvO_2AvqJZHXFg/about,United States,16.3M subscribers,465,"Description
Welcome to the official Boyce Avenue YouTube channel! On this channel, you°Øll find a variety of acoustic covers of popular music and original music videos. Boyce Avenue is a Sarasota, Florida-based band popular for its strong acoustic roots, which consists of the three brothers Alejandro (lead vocals, guitar, piano), Fabian (guitar, vocals), and Daniel (bass, percussion, vocals). The band was formed in 2004 and in 2007 they began posting their videos on YouTube to great success. The band has performed headline shows in more than 30 countries all over the world and continue to tour new places every year. Because of your support we are the most viewed independent band in the world! We do what we love every day because of you! Thanks so much! Make sure to subscribe and enable all notifications so you never miss a video! For instant updates about us and our music, follow us on our social media accounts below.

Management: 3PeaceManagement@gmail.com",2-Sep-07,"6,505,312,594 views",,"['https://www.youtube.com/watch?v=GFIIGYrijt8', 'https://www.youtube.com/watch?v=8qEizP0XR0M', 'https://www.youtube.com/watch?v=g9zYwMg9sZQ']","['Time In A Bottle - Jim Croce (Boyce Avenue acoustic cover) on Spotify & Apple by Boyce Avenue 3 days ago 2 minutes, 35 seconds 44,952 views', 'Let Go - Frou Frou / Imogen Heap (Boyce Avenue acoustic cover) on Spotify & Apple by Boyce Avenue 2 weeks ago 3 minutes, 40 seconds 92,791 views', 'I Hope You Dance - Lee Ann Womack (Boyce Avenue ft. Mia Black acoustic cover) on Spotify & Apple by Boyce Avenue 1 month ago 4 minutes, 3 seconds 198,857 views']","['https://i.ytimg.com/vi/GFIIGYrijt8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC7XYegJdhQoHckBj9pV4Jxpq3nhw', 'https://i.ytimg.com/vi/8qEizP0XR0M/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA6O6_Veo2DgUXB_AsWLy10iB1HZQ', 'https://i.ytimg.com/vi/g9zYwMg9sZQ/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDgcUrgAxzZ_sMN7jN3M9gTVkFpug']"
Comedy,Youtube,https://yt3.googleusercontent.com/ytc/AGIKgqNec_enLDDjKVFBmhmlUhlUCdFQCjoC7X3j0NPFag=s176-c-k-c0x00ffffff-no-rj,Rclbeauty101,@rclbeauty101,https://www.youtube.com/channel/UCB0d0JLn1WcGYcwwZ87d2LA/about,,14.4M subscribers,463,"Description
For all business and branding opportunities, please email: Amanda@jhmgmt.com",15-Dec-10,"3,887,177,423 views",,"['https://www.youtube.com/watch?v=mLiTtOgWPzs', 'https://www.youtube.com/watch?v=RTlYvZIkLiA', 'https://www.youtube.com/watch?v=7mvCgQIRZWY']","['Swapping Outfits With Jessie Paege by Rclbeauty101 5 months ago 12 minutes, 27 seconds 240,893 views', 'Swapping Outfits With A Cosplayer by Rclbeauty101 5 months ago 15 minutes 337,955 views', 'Swapping Outfits With Azzyland! by Rclbeauty101 9 months ago 12 minutes, 57 seconds 781,583 views']","['https://i.ytimg.com/vi/mLiTtOgWPzs/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBOIeOQyv72Ra0G6nKU_jD8HPc_eA', 'https://i.ytimg.com/vi/RTlYvZIkLiA/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCLY20BrRpYXvhtPY8K-KIuiQ8fbg', 'https://i.ytimg.com/vi/7mvCgQIRZWY/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA1BNoQBw8NRTFN1Wyw7yzWfhWIkw']"
Music,Youtube,https://yt3.googleusercontent.com/pSqNASOAuHn7ZxYh2dbLvlrhe6_PW3p5djVDGAXul3cHlpx6jkTYmRclglnJxsnobQZpT-PB=s176-c-k-c0x00ffffff-no-rj,Beyonc®¶VEVO,@beyonceVEVO,https://www.youtube.com/channel/UC9zX2xZIJ4cnwRsgBpHGvMg/about,,,168,,3-Sep-09,"13,948,399,898 views",,"['https://www.youtube.com/watch?v=09z3qcegpHU', 'https://www.youtube.com/watch?v=7UgIGVDEs_8', 'https://www.youtube.com/watch?v=UdkJ3u_TA_U']","['Beyonc®¶ - I°ØM THAT GIRL (Official Teaser) by Beyonc®¶VEVO 8 months ago 3 minutes, 37 seconds 11,353,176 views', 'Beyonc®¶, Madonna - BREAK MY SOUL (THE QUEENS REMIX - Official Visualizer) by Beyonc®¶VEVO 8 months ago 5 minutes, 57 seconds 4,294,293 views', 'Beyonc®¶ - BREAK MY SOUL (CLIQUEBAIT) by Beyonc®¶VEVO 8 months ago 4 minutes, 36 seconds 10,415,452 views']","['https://i.ytimg.com/vi/09z3qcegpHU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBZsF6TGH4SfJzu7DVb6CKqJZwZAw', 'https://i.ytimg.com/vi/7UgIGVDEs_8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBOvJRzbptH7EEkLFoHau75xlQkMQ', 'https://i.ytimg.com/vi/UdkJ3u_TA_U/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAxVREZAFO28fKlEOPiLWJIxv2iAQ']"
Music,Youtube,https://yt3.googleusercontent.com/dKBpjdqRkmSJqqLUybd9iygGh1iyZgqEkqVDaYaFvrs0ZO93bbVq00L4TQH2XabJYOq1Igp1QA=s176-c-k-c0x00ffffff-no-rj,Shemaroo Filmi Gaane,@filmigaane,https://www.youtube.com/channel/UCP6uH_XlsxrXwZQ4DlqbqPg/about,India,64.6M subscribers,8.2K,"Description
Welcome to Shemaroo Filmi Gaane, a treat for every music lover and Bollywood connoisseur! Chart buster songs from super-hit movies like Anand, Don, Bobby, Prem Rog and more. 

Celebrating the Golden Jubilee, Shemaroo Entertainment Ltd is among few entertainment companies that has hallmarked several pioneering efforts with its innovative and out- of-the- box thinking. Founded in 1962, Shemaroo Entertainment Ltd is an established media content house in the country, active in Content Acquisition, Value Addition to Content and Content Distribution with a large content library of over 2900 titles.Shemaroo is engaged in the distribution of content for satellite channels, physical formats and emerging digital technologies like the Mobile, Internet, Broadband, IPTV and DTH among others. With its partnership with the major telecom operators and other digital media platforms, Shemaroo is at the forefront of the digital age. 

SUBSCRIBE now for Old & New Bollywood Songs !!",11-Jun-10,"28,003,293,821 views",,"['https://www.youtube.com/watch?v=rmyQZAaBV3M', 'https://www.youtube.com/watch?v=z-uFxofpc-M', 'https://www.youtube.com/watch?v=GIBVX1BI7nk']","['Best of Moushumi Chatterjee | Birthday Special | Evergreen Hindi Songs Collection HD by Shemaroo Filmi Gaane 7 hours ago 1 hour, 14 minutes 12,301 views', 'Ek Se Badhkar Ek : Gham E Dil | Tera Gham Agar | Mujhko Peena Hain | Bollywood HD Sad Songs by Shemaroo Filmi Gaane 23 hours ago 10 minutes, 24 seconds 9,498 views', 'I Am A Disco Dancer | Disco Dancer | Mithun Chakraborty | Bappi Lahiri | Disco Songs Bollywood by Shemaroo Filmi Gaane 1 day ago 7 minutes, 37 seconds 13,917 views']","['https://i.ytimg.com/vi/rmyQZAaBV3M/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB14b5XsR-lN1BZTNtbsBwHuszY7w', 'https://i.ytimg.com/vi/z-uFxofpc-M/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAUcjz8vmkjlLLVme-WkQI9Ne5VIg', 'https://i.ytimg.com/vi/GIBVX1BI7nk/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCw-tK1aIPlaAtDEpKiQOyE-D1pnw']"
Music,Youtube,https://yt3.googleusercontent.com/MehoWv8wE9h6ptkL1vmRKhjDNKq2HvDcDRucCF9IPyl8-8LqR83OD1G2Oa1T64mAKGDa3zSS=s176-c-k-c0x00ffffff-no-rj,Wiz Khalifa,@wizkhalifa,https://www.youtube.com/channel/UCVp3nfGRxmMadNDuVbJSk8A/about,United States,27.3M subscribers,656,"Description
Wiz Khalifa's Official YouTube Channel
Taylor Gang Ent. / Atlantic Records",9-May-08,"13,215,833,039 views",,"['https://www.youtube.com/watch?v=MOk-_wCJbcM', 'https://www.youtube.com/watch?v=r4EpU83LnO4', 'https://www.youtube.com/watch?v=k2dTwuUqnqk']","['Wiz Khalifa - Why Not Not Why [Official Music Video] by Wiz Khalifa 8 days ago 2 minutes, 49 seconds 596,058 views', 'Wiz Khalifa - Peace and Love [Official Visualizer] by Wiz Khalifa 2 weeks ago 4 minutes, 16 seconds 594,061 views', ""Wiz Khalifa - Don't Text Don't Call ft. Snoop Dogg [Official Music Video] by Wiz Khalifa 4 weeks ago 4 minutes, 24 seconds 2,316,951 views""]","['https://i.ytimg.com/vi/MOk-_wCJbcM/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhlIFEoSzAP&rs=AOn4CLBoiLepfCNmLjte1wiJiccXHeDuwA', 'https://i.ytimg.com/vi/r4EpU83LnO4/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhUICwofzAP&rs=AOn4CLCWb-068xJbTxdXsBwPDKea3YREJg', 'https://i.ytimg.com/vi/k2dTwuUqnqk/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_g6AArgIigIMCAAQARhyIFMoQDAP&rs=AOn4CLBZiSS34sUvi6xBdzDH9MPBJZeTew']"
Entertainment,Youtube,https://yt3.googleusercontent.com/770YJhJnIKeV7he3SRwc54cVe8n6P3hvTATd0koT_NQdHKTMpDtSl8vwdxO8x3sQ6VlDty5JhQ=s176-c-k-c0x00ffffff-no-rj,Wassabi,@Wassabi,https://www.youtube.com/channel/UCNdqe5zJ6k-i7XKoYWA4Z2g/about,,11.4M subscribers,1.1K,,26-Jan-06,"4,614,555,640 views",,"['https://www.youtube.com/watch?v=viXiQ0kjEjM', 'https://www.youtube.com/watch?v=tUoQfqpRXGQ', 'https://www.youtube.com/watch?v=FpQXE0dKOTU']","['Best Weekend of My Life *Wassabi vs iDubbbz* by Wassabi 3 days ago 19 minutes 81,782 views', 'Who Knows Me Better? MOM vs GIRLFRIEND by Wassabi 2 months ago 13 minutes, 45 seconds 99,775 views', 'Buying My Parents A New DREAM Home! *HOUSE TOUR* by Wassabi 2 months ago 10 minutes, 30 seconds 98,724 views']","['https://i.ytimg.com/vi/viXiQ0kjEjM/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCN0plmQZpx8n6ZBGMUJoPgNt60sw', 'https://i.ytimg.com/vi/tUoQfqpRXGQ/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDk7YWXHou5onaW1jzn4Rd3AR2fHA', 'https://i.ytimg.com/vi/FpQXE0dKOTU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAqlu18Yndsv7efHXObe91lzszqCA']"
Music,Youtube,https://yt3.googleusercontent.com/kyt1HGt_3SwkXFbMD8Dn7yeBWBPOmF45imIRiqdvVHD5c61BJtXfgNCNSAi56ZfgF4PjV4Lw1w=s176-c-k-c0x00ffffff-no-rj,Lindsey Stirling,@lindseystirling,https://www.youtube.com/channel/UCyC_4jvPzLiSkJkLIkA7B8g/about,United States,13.6M subscribers,199,"Description
I love to play the violin, dance, write music, edit videos, play dress up, and perform. 
So, I combined it all together and this is what happened. :)
Subscribe to my channel and be updated when I release new music!

For booking or other business inquiries, http://www.lindseystirling.com/contact

Play some Lindsey trivia: https://found.ee/LS_Trivia_yta",21-May-07,"3,723,382,470 views",,"['https://www.youtube.com/watch?v=ZwtheNpAssQ', 'https://www.youtube.com/watch?v=etR5COAmJqw', 'https://www.youtube.com/watch?v=n3YBq0QWmbU']","['Lindsey Stirling - Magic ft. David Archuleta (Tour Performance) by Lindsey Stirling 4 months ago 3 minutes, 23 seconds 396,430 views', 'Lindsey Stirling - UK Mini Tour Recap by Lindsey Stirling 4 months ago 4 minutes, 30 seconds 175,931 views', 'Lindsey Stirling - O Holy Night (Official Music Video) by Lindsey Stirling 4 months ago 4 minutes, 40 seconds 2,276,145 views']","['https://i.ytimg.com/vi/ZwtheNpAssQ/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLApO8L2dpEE1ad4aEkGpyz6e6qDww', 'https://i.ytimg.com/vi/etR5COAmJqw/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDiOBjU3_R7sx2vjRrB6N5lUcqKSQ', 'https://i.ytimg.com/vi/n3YBq0QWmbU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCvIeUd90Q5_KygYBnLeaz7dbRLzA']"
Entertainment,Youtube,https://yt3.googleusercontent.com/ytc/AGIKgqMaMskdw_eVoHLCmSYmmNCXG3k3tqGHerf4EnEpfg=s176-c-k-c0x00ffffff-no-rj,Zee TV,@zeetv,https://www.youtube.com/channel/UCppHT7SZKKvar4Oc9J4oljQ/about,India,68M subscribers,124K,"Description
Launched in 1992, ZEE TV is the pioneer of television entertainment industry in India. Official account of India°Øs pioneering Hindi General Entertainment Channel of India.
Our innovative programming has set new benchmarks, and helped us connect with over 3 billion viewers across world. We celebrate the hopes and ambitions of the great Indian middle class community like no other.",11-Dec-05,"69,455,317,817 views",,"['https://www.youtube.com/watch?v=DXyaA-q0oIo', 'https://www.youtube.com/watch?v=wQEqBcImuLk', 'https://www.youtube.com/watch?v=jeaesyeHXrI']","['Bhagya Lakshmi | Ep - 556 | Apr 23, 2023 | Best Scene 2 | Zee TV by Zee TV 1 minute ago 3 minutes, 58 seconds 4 views', 'Kumkum Bhagya - Hindi TV Serial - Full Episode 1835 - Shabir Ahluwalia, Sriti Jha - Zee TV by Zee TV 5 minutes ago 20 minutes 284 views', 'Lag Ja Gale | Ep - 76 | Apr 23, 2023 | Best Scene 2 | Zee TV by Zee TV 5 minutes ago 3 minutes, 55 seconds 133 views']","['https://i.ytimg.com/vi/DXyaA-q0oIo/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhlIFcoUjAP&rs=AOn4CLBx6wRage9jDE_U1Eav_9EDLlIQqQ', 'https://i.ytimg.com/vi/wQEqBcImuLk/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB1AaAAuADigIMCAAQARhlIEkoSTAP&rs=AOn4CLA_zKHcrafOuSGAUXrcZqxpqaxnKA', 'https://i.ytimg.com/vi/jeaesyeHXrI/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARgRIFsocjAP&rs=AOn4CLA83Go95RnV5G4cbQnALiw9dn2XFA']"
Education,Youtube,https://yt3.googleusercontent.com/ytc/AGIKgqNZwWeg7Rd5H0K9ddM4z1hMZCkaJVZtnD-hmR73xA=s176-c-k-c0x00ffffff-no-rj,ChuChu TV Nursery Rhymes & Kids Songs,@ChuChuTV,https://www.youtube.com/channel/UCBnZ16ahKA2DZ_T5W0FPUXg/about,India,64.5M subscribers,580,"Description
ChuChu TV Toddler Learning Videos are designed to engage children through upbeat nursery rhymes and educational songs with colorful animations. Our team is comprised of early childhood experts, writers, artists, animators, musicians, and most importantly, parents of young children. While our core creative team is from India, we have partner teams in the US, UK, and Spain who help us with cultural references wherever needed, which enables us to create content for kids around the globe.

Listen to ChuChu TV Songs on Spotify - http://chuchu.me/spotify

ChuChu TV is also available on platforms like Amazon Prime Video, Roku, Kiddoodle, and ChuChu TV Pro App.

Download ChuChuTV Pro App 

App Store Link - http://chuchu.me/ChuChuTViOS
Play Store Link - http://chuchu.me/ChuChuTVAndroid

Listen to ChuChu TV Songs on Spotify - http://chuchu.me/spotify

Enjoy & Have Fun with your little ones!",9-Feb-13,"44,504,974,127 views",,"['https://www.youtube.com/watch?v=dLbk1wH0pF0', 'https://www.youtube.com/watch?v=FP4XtGt78F4', 'https://www.youtube.com/watch?v=iOAllhOx6yA']","['Alphabet °∞A°± Song - Reading fun for Kids! by ChuChu TV Nursery Rhymes & Kids Songs 5 days ago 3 minutes, 38 seconds 64,449 views', 'Musical Instruments Song - Jumblikans Learning Songs - ChuChu TV Toddler Learning Videos by ChuChu TV Nursery Rhymes & Kids Songs 12 days ago 2 minutes, 44 seconds 288,731 views', 'Ice Cream Colors Song - Jumblikans Toddler Learning Videos + more ChuChu TV Learning Songs for Kids by ChuChu TV Nursery Rhymes & Kids Songs 2 weeks ago 31 minutes 259,673 views']","['https://i.ytimg.com/vi/dLbk1wH0pF0/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDnM2A39H0T2I8hkH3ozoFR5B5JSg', 'https://i.ytimg.com/vi/FP4XtGt78F4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDFmpCOtyt-xItE5n_v4OCDdgkzOQ', 'https://i.ytimg.com/vi/iOAllhOx6yA/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBydG1-QnnrUzx1nG_wdZsoQMuyZw']"
Gaming,Youtube,https://yt3.googleusercontent.com/ytc/AGIKgqN1AuABti4V_xqrGkzT2ZFhfTIQyOx1xHSLXPAQsw=s176-c-k-c0x00ffffff-no-rj,jacksepticeye,@jacksepticeye,https://www.youtube.com/channel/UCYzPXprvl5Y-Sf0g4vX-m6g/about,Ireland,29.4M subscribers,5K,"Description
I play videogames but I also make other content like Try not to laugh, reacting to tik toks, meme review and IRL content. A lot of people come to my channel for long let's plays, especially for Sony Exclusive games from Playstation.",24-Feb-07,"16,093,852,020 views",,"['https://www.youtube.com/watch?v=S0MbucuMGIE', 'https://www.youtube.com/watch?v=FDUadLXZIfc', 'https://www.youtube.com/watch?v=h4ZJc3spd-c']","['SWIM FOR YOUR LIFE! | Dredge - Part 3 by jacksepticeye 1 day ago 1 hour, 1 minute 736,622 views', 'Subnautica Multiplayer with Evelien by jacksepticeye 4 days ago 56 minutes 1,250,804 views', ""She only moves when I'm not looking... by jacksepticeye 5 days ago 35 minutes 1,083,701 views""]","['https://i.ytimg.com/vi/S0MbucuMGIE/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBi3GLHMmGKuUL7ziBDkb8YOI2RlA', 'https://i.ytimg.com/vi/FDUadLXZIfc/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCxQE7LTtW3Pu4RiK_rGZcaDtsMaQ', 'https://i.ytimg.com/vi/h4ZJc3spd-c/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAyFUQ9fNBO2cOinn4vY_rEj9G0dA']"
Gaming,Youtube,https://yt3.googleusercontent.com/_SQKtbdn1Xv6vkV_OX5D1jTNQY2SAQ5Gq-WSPlTbc8h5qMHQ3dnwpSXlpq8ADikltH3zC9KC5A=s176-c-k-c0x00ffffff-no-rj,DanTDM,@DanTDM,https://www.youtube.com/channel/UCS5Oz6CHmeoF7vSad0qqXfw/about,United Kingdom,26.8M subscribers,3.6K,"Description
non-daily videos..

BUSINESS ONLY :: management@dantdmteam.com",15-Jul-12,"19,222,648,002 views",,"['https://www.youtube.com/watch?v=ST627stGyFM', 'https://www.youtube.com/watch?v=60sE965h5GY', 'https://www.youtube.com/watch?v=PtfJrz7-8TY']","['I DIED. - Minecraft Legends by DanTDM 3 days ago 58 minutes 259,606 views', ""I'M DUMB and this is why.. - Minecraft Legends by DanTDM 7 days ago 57 minutes 500,940 views"", 'IS IT GOOD?! - Minecraft Legends Early Gameplay by DanTDM 11 days ago 59 minutes 1,387,219 views']","['https://i.ytimg.com/vi/ST627stGyFM/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBQMffGjMsgqUUcYNZcE70mg2qS6Q', 'https://i.ytimg.com/vi/60sE965h5GY/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCER2lUiVh0WRxd2bUwO3wTtSMhXg', 'https://i.ytimg.com/vi/PtfJrz7-8TY/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDuxQws9fzrnaLk9qC91zxMQle_2w']"
Pets & Animals,Youtube,https://yt3.googleusercontent.com/AH2IPWIe6xqJ9zDeD1zC24lVpq88Ri1yEkObpxmSo7H_9666TDDClQQrbwQgBNxk2gu_2TbmKQ=s176-c-k-c0x00ffffff-no-rj,Brave Wilderness,@BraveWilderness,https://www.youtube.com/channel/UC6E2mP01ZLH_kbAyeazCNdg/about,United States,20.7M subscribers,979,"Description
The Brave Wilderness Channel is your one stop connection to a wild world of adventure and amazing up close animal encounters! 

Follow along with Coyote Peterson, Mark Vins and Mario Aldecoa as they lead you on a variety of expeditions featuring everything from Grizzly Bears and Crocodiles to Rattlesnakes and Tiger Sharks! Every single episode offers an opportunity to learn something new.
      
So SUBSCRIBE NOW and join the adventure that brings you closer to the most beloved, bizarre and misunderstood creatures on earth! 

GET READY...things are about to get WILD!   
 
Join the Brave Crew by becoming a member today - http://bit.ly/JOINBWM",9-Sep-14,"4,883,212,480 views",,"['https://www.youtube.com/watch?v=nXgS-LQQsGE', 'https://www.youtube.com/watch?v=cvSRR2yLY0M', 'https://www.youtube.com/watch?v=KYBkeFQRN9s']","['GODZILLA Lizard is REAL!? by Brave Wilderness 4 days ago 10 minutes, 7 seconds 197,308 views', 'Bullet Ant Challenge - Will It Sting?! by Brave Wilderness 11 days ago 12 minutes, 54 seconds 233,161 views', 'PINCHED by an Elephant Beetle! by Brave Wilderness 2 weeks ago 17 minutes 1,167,995 views']","['https://i.ytimg.com/vi/nXgS-LQQsGE/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD9bMiR-L8PlM1jzSX8CuuS2cICqA', 'https://i.ytimg.com/vi/cvSRR2yLY0M/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD-EfTzjHVCXvX978X2d2UMiZprQg', 'https://i.ytimg.com/vi/KYBkeFQRN9s/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA4SYuZ-bs9hDuGoJ9TzsXVAMAwJA']"
Music,Youtube,https://yt3.googleusercontent.com/pZG_3NR0sJxfI53myVzQ_OjFh5ya0uU-fWOLja_oR12TnHiWk7JktAB5HqSeLb7Ua7-J1VOF_Q=s176-c-k-c0x00ffffff-no-rj,CalvinHarrisVEVO,@CalvinHarrisVEVO,https://www.youtube.com/channel/UCaHNFIob5Ixv74f5on3lvIw/about,,,179,"Description
Calvin Harris on Vevo - Official Music Videos, Live Performances, Interviews and more...",16-Oct-09,"14,154,667,241 views",,"['https://www.youtube.com/watch?v=fdXyFXb-U7M', 'https://www.youtube.com/watch?v=W-CjNVFl0lk', 'https://www.youtube.com/watch?v=SiDefgrw-ws']","['Calvin Harris, Ellie Goulding - Miracle (Mau P Remix - Official Visualiser) by CalvinHarrisVEVO 5 days ago 3 minutes, 38 seconds 72,217 views', 'Calvin Harris, Ellie Goulding - Miracle (Hardwell Remix - Official Visualiser) by CalvinHarrisVEVO 12 days ago 3 minutes, 5 seconds 190,996 views', 'Calvin Harris, Ellie Goulding - Miracle (Church Version) by CalvinHarrisVEVO 3 weeks ago 2 minutes, 44 seconds 456,549 views']","['https://i.ytimg.com/vi/fdXyFXb-U7M/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBRcg9WAglF0oCcakQpm4fmKxSmpw', 'https://i.ytimg.com/vi/W-CjNVFl0lk/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAwKR9ZmkKr4RfabkxYDsvhzavGWA', 'https://i.ytimg.com/vi/SiDefgrw-ws/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDirspE2mDR7p94wh5WyltcacBg6A']"
